x1,x2,x3,x4,x5,x6,x7,x8,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
low,med,0,1,0.015496963703326372,1.1218186672356847,0.03759277765639127,0.016321425851519144,-0.11302210034588689,-0.7663197772791801,-1.2979524977235513,0.5683830799261572,0.5608372489968753,0.2675627446577648,0.30810485315445946,0.7173568691210593,-0.40957137688155876,-1.662678685332887,0.13246627960611834,-1.0103065589188045,-0.5142290607977615,-0.7330686106193978,2.467238152177943,-0.10556873178135193,0.11537927092068653,0.4937537498434057,1.2769033946823987,0.9904148270333946,-1.3031500442224582,1.840948021014002,-2.075971108568269,0.48777129850977274,0.01959382647421408,-0.854801168627815,0.046244433106498756,-0.7698080038477542,1.6051718421563774,NA
high,high,0,0,0.17358077130371574,0.397817637771368,0.025848799105733636,0.17364763001525246,0.5686544021233628,1.3510975085278913,-1.804129210475505,0.3309656808715708,0.2139538008148458,0.3172857315544541,-0.6650972328200465,-0.5058515233812515,-1.7501220931762453,0.6223719149346596,-0.25707321173593545,-1.154566818578162,-1.4024841911251766,-0.31785914894681894,0.5970458193567614,-1.098822898831669,0.6383254851995337,-1.3927178041017114,-1.1817526889524712,0.4194087209078922,1.7980322348417952,0.7814609057005188,0.8123121598385075,1.2128416252281502,1.0780415761064839,0.03966340413257479,-1.6497317103294598,0.04891794028880322,0.6088083857097307,NA
low,med,1,1,0.027781923674046995,1.2736207000595323,0.3933159073604704,0.028623960812840382,0.9946205597321516,0.9849741725796022,0.09711410694187525,-0.16772022634191525,1.3704690369728627,0.18883810654538138,-1.601766726272143,-0.5495890090318539,1.0435837897910445,1.0555806656968096,0.005753986240913159,0.8116874489527516,1.766011869700513,-0.38905222985088506,-0.02355562854417253,0.5871014837914412,2.605805892611707,0.1022162335377748,0.9020118249899953,1.5281614849691991,0.8436451340650835,-1.898699661694805,0.8486403362478441,0.1769677463564577,0.26557052202574694,0.2571084940499434,-0.046911935603189896,-0.6383507827868687,-1.1019510246224673,-0.30332810689986456
med,med,0,1,0.011915449694875574,0.4466842939145863,0.05654504126869142,0.01453496312317221,1.324922548701216,-1.3781805234012006,1.2943854844526226,-0.8489328931879581,-1.778969666779394,0.0018532806425496662,0.5091331526386651,-1.6131021911902976,1.0106245822964446,-0.5045351243461549,0.2924495105609464,1.4073321066779894,0.9055194649759022,1.5517660197356367,-0.8184162390231794,-0.8124547115631165,-0.7931272117488896,-0.18495748131943618,0.9659125541585325,-1.5187058213505662,-0.34231072876607704,0.5633957296072639,-0.966448273154129,-0.18230681859380338,1.570518256273338,-0.9373919475488821,-0.9785749588000382,0.9795319326909278,0.20518916832121445,NA
low,med,1,1,0.06581755420193076,0.05972755991644262,0.23505123796543842,0.06699199443895866,1.3213235706242739,-1.2549851613825778,-0.583531335585085,0.15871327883504235,1.3140247201868993,-1.7475172185693397,-0.37806398220230963,-1.1207725989029482,-0.1109254179579639,0.6817825156964161,-0.6606646733210167,1.478053197257928,0.2000245817792087,0.08890734082809287,1.439747136886503,0.2923018529647149,-0.2732115312597035,-1.3591265659168712,0.17418420058052864,-0.8341964360952613,-1.6369822421210525,-0.792310927748711,-0.761273133765668,0.38608695699478673,-1.1569455594071332,0.6421174631243555,-0.11654572388016093,0.8364092327165223,-0.35925573822561085,NA
high,med,1,1,0.03537130299955606,0.7378481495705368,0.01571945135986023,0.03406011774116952,-0.9343674156922277,-0.4116692867572212,-2.0095805398796536,0.2837330593831347,0.547027794347059,-0.07999488686175828,-0.813254101242983,-0.30651995573258334,0.5987230280114106,1.148463135681769,-1.945624829110325,0.05813094678916818,-1.1330654934975077,2.7591833417566116,0.20072270437762094,-0.07147038892685792,-1.096108933956716,-0.7340374663617065,-0.4859906836041301,0.4787601125725053,-0.5237127843898784,1.7102909477006956,-1.9829855847400772,0.603688932201767,1.255792672322146,0.15269240904428524,-1.3515194945621378,0.15531481171849496,-1.2697015608842392,-0.20018224409039304
high,med,0,0,0.34038796162415036,1.0149532593366626,0.146099940378412,0.3380400583998674,0.8186234244550593,-0.3312180930412242,1.7229046803519008,0.47545206264397694,1.1644458083214626,1.2816836197797925,NA,-0.6433215370366644,0.3901456311678551,-0.3322518469808796,-0.23407951718038242,NA,1.4099232427102897,-0.36853410653274893,-0.14260964571629942,NA,-1.6443840839693635,-0.3024247667672715,0.2607874573827621,NA,0.2616335181894461,0.161522345577307,-0.3837059061918176,1.208075008614312,NA,-0.7912220824814689,0.9436765473433872,-0.39766202435802717,-0.5180089346546696,1.2773860481967445
med,high,1,1,0.5339334387080146,1.296817010933614,0.20180305111313113,0.5322169946677086,1.9075936414997305,0.09326202029834475,-0.20181791396882798,-0.4337709935914906,-1.5492438443536884,0.043173402489583554,1.768496560374974,-0.24110340275496195,0.6274816637205414,-1.277033382002548,-1.3410360799115948,-0.9073269911542213,-1.212955204526964,-0.19788264373509326,-0.445233480679971,0.824976121205387,-1.402284160412791,0.2505219550392868,-0.12750092828788728,0.4831873274364713,0.7682409518289699,1.098839402081198,0.40619122243351125,0.13435871136004973,0.8575804424748861,-2.321170810755276,0.2772169117532113,0.6876881135723457,-0.7548693556243322,NA
med,high,0,1,0.09293424768029052,2.317502459385133,0.10871457252231363,0.0916048544256255,-0.8272024987682169,-0.7224108287665252,-0.96212310817045,1.4606312282366163,-0.35521966779421205,1.1466267894029465,-1.4670507843174256,-0.353168196307636,-1.5108702506076646,-0.15753882389172094,1.0335593999584467,-0.16997971085657862,-0.4262224191579605,0.6316024278166523,1.299556998627941,0.37199978018910945,0.8133403905523795,1.003321397629063,-0.935919084885754,-0.9532120618541053,-0.28480904976803184,0.18751212312982662,-0.9340318534471633,2.032972864447651,1.004788667060373,0.07733257531110407,-0.28481805603779925,1.511088590502019,-0.549311656971527,NA
high,med,1,1,0.1911613371139193,1.2181861865845445,0.05680347536690533,0.18915981407528676,0.09835612395853931,1.4793214565228852,1.6091883864128347,-1.4958745472292696,-0.5712214149468278,0.8944696424200915,0.6686247770359112,0.12041002387527307,-0.470982236723101,-1.5631851037547482,-1.733910087607536,-1.5205619832601063,-0.8103520108822355,-2.897721556134413,-0.42008987895629735,0.5537817409836356,1.166345589197243,0.8745907161612841,0.9757916164780491,-0.10815789145311822,0.8286409205911176,-1.4076490113094315,0.15401442516030656,0.22885663049818084,-0.6037966882899561,0.3608944365043808,0.28898137737205376,0.5093051396658467,0.27269917270479344,NA
high,med,1,0,0.20577032956385857,1.059500159637564,0.020777292642742397,0.20740691297957162,0.24452282509378176,-0.18504995663660573,-1.8340458679935978,0.2896633057106808,-0.06776091891757828,0.0023772364525142115,2.369968860123377,-0.14957234384032517,-1.183586359654493,-0.3813971601067954,-0.8007951447228325,1.6144086823370247,1.4389549749730666,-1.077870383798016,-0.43541255860949857,1.0203200022113117,-0.48856771536053223,1.1485451371369542,0.3680404875174616,-2.1562847514763686,0.6263195072607567,-0.1935181836649697,-1.141776986183811,-0.85912046278289,-1.2486621735236239,1.5052029291858586,-0.10248925638884862,-0.9019992080120227,-0.3726049610349499,NA
low,med,0,1,0.22544350939893967,0.12835275940597057,0.15019361822957045,0.22576681812716046,0.6584563799658278,-0.14691913970722995,-0.8818862029997873,0.8879353869394452,-0.14315053856343296,1.2714955049615753,2.8934429035549694,1.1311439422820528,-0.0535087017993034,0.7663399596772702,0.10446269630881404,-0.6876136401203107,-0.8297982920461817,0.9470346028620773,-0.09371270380977985,-0.02040981329232168,0.07120262799235358,0.3369918262115016,0.08112132471887551,-0.7111645629834213,0.6596452175701883,3.8768255721008953,0.5745702835121562,0.4600712503631588,-1.3976148932244574,0.8175202514437911,1.2972048101120677,-0.5445472733341716,-2.292109950752202,NA
low,med,1,1,0.22090144249701746,0.5425247685052454,0.13721650745299582,0.2211542024215694,0.2836918092448634,0.18688625754210836,-0.06517751290549977,0.017227380588535186,-1.0693003110136654,0.06380545009097989,0.2599091192447533,-0.2531545106832334,-0.6799774781046156,1.2684296899500893,2.252976004548868,0.06615511704535934,2.278335649426551,-0.8688170165839483,0.5620495400597264,0.8096284020712237,0.16307496650172537,-0.649352230643601,0.9852508017714426,-0.04046340939908135,-0.6691880044042017,-0.2137991528441234,-0.15141099653793022,-0.7312243410218596,0.3192149570128343,0.6828863984027569,-0.03847620635725078,0.15027678833438632,0.4381396077750886,-1.2033945382515914
low,med,1,0,0.15074724833572153,1.6308554915865061,0.30276036707866677,0.1532716234725266,0.42453429388187286,-0.25804103765067377,0.9370331935083716,-0.993826995762642,0.39425500268089975,-2.1500238176176483,-0.7682050151994707,1.0214783306975734,-0.6944330106479838,-0.27637436458286935,-1.211868316249281,1.023042559306597,1.1219686001545721,0.8785349464030815,1.1174412741808823,0.5850381464768982,-0.3674498451731009,1.4372107222159471,-1.032085876658822,1.1934364140663802,-0.1376905544273209,-1.4033688254762815,-1.0674055473504807,1.7547258139160355,-1.9307230811949248,-1.6717441721067412,-1.8815699770889867,-0.3365561021094957,0.2696471081348671,0.8229623646527321
med,high,0,1,0.1251671399921179,0.12981861782814966,0.02999310171097216,0.1246054642049486,-1.4278236726974336,-0.2983493508060521,-0.4540909015857043,1.342623878066159,0.4316202905491178,-0.3063693087910638,0.6839532306844629,-0.291042948930435,0.7547380555015046,1.4831010205750548,-1.6846055175658616,1.7248702421493738,-0.7658423413040086,-1.1038595345543647,1.5879012138459103,-0.2273788924649912,-0.8708492243309345,-1.1563653550399666,-1.3323704489384451,0.5693725729208007,-1.0485509633329688,-0.2728249074789939,-0.6381924140884102,0.6252458911651292,-0.4467111901187472,1.3476602303875307,-0.0026502913519886387,-1.8087576975178299,0.7235372975436865,NA
