Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
117.31855424892159,low,low,0,1,0.16549648574155398,1.5417190007025245,0.08641595163818608,0.1669600222865117,9.141754873386729,9.892079030704494,10.25371175963825,8.623984506950912,9.378179506421585,9.361478514104949,9.488642090437853,11.22448129138969,10.56545754421837,8.52741783525183,11.486806762809543,8.70640926130818,8.887091061144568,10.137717271563227,9.465424996360952,9.514150542025078,9.85094711641375,9.719184184489958,10.091028201004631,9.630263957151303,9.799467267510318,8.964317311167898,9.58168626703834,10.953362955694432,9.705469304417614,10.488252945837376,10.65860255783934,10.646323954375967,9.089009890361341,10.792372750108775
122.10339551705138,high,med,0,1,0.04455244970343747,NA,0.0913583900642152,0.044048556029752745,10.455314318541658,11.66978317880808,10.026567508403735,10.23153197754047,11.443314855929781,11.046805573771353,9.644104986727498,9.728109476750937,7.486443795152665,10.892801797624507,9.404437558356458,11.38166200723401,11.339155832604442,9.657422543825726,11.008934741438289,9.155903753344887,11.176643860130755,9.840590517776487,10.680306313970615,10.804853201547168,9.041162880547573,8.977724737693412,10.932070632525429,9.108614791811068,8.946037717971116,9.904106078847688,10.71301715476993,10.461792449765852,10.362340451812942,10.98200340770127
117.14466904935585,low,high,0,1,0.049145689653617146,0.6227564071305096,0.06768492576666177,0.04917355201924092,8.01043648646128,9.093214860851564,8.981051880687147,9.93355276564957,10.71634417981775,9.201338858130182,11.806646798446229,8.554972605311399,10.091298814254417,10.774882742139315,9.519610960753768,10.884858496803794,9.320903523532383,8.914021233770079,10.532954381272814,10.130501139501892,10.942467073600561,9.504735246342394,9.824098023591532,9.479814725838901,10.317296745703283,7.88974463176156,9.469990384414565,11.600955250440538,11.897368546285678,9.419531713281993,10.452723418174175,10.465791614054487,9.437278728389842,NA
117.5792827497187,med,high,0,0,0.13797584883868694,1.3497162404981378,0.13725507370707515,0.1375128558948077,10.371350406955104,9.139910255467928,9.574711141809717,8.991777886886561,8.414140432132617,9.26284704444161,11.041131645285557,9.726160598099277,10.382917145550593,9.219421455119136,9.599542938663971,10.07331309083516,9.945793669793268,10.638140029031083,10.828359240592071,11.099386992519312,10.70761573780185,8.981733305618645,9.351921220915594,9.787344114902488,11.489232687349574,9.594625890228807,9.854772726049355,10.506871127091456,9.847209137775355,10.042945268598624,10.867749430812607,10.735546373970289,11.688086414190977,9.47405360846129
119.21460573215916,low,med,0,1,0.05138216137656894,1.5255791277417772,0.04234346708362635,0.051033093571388535,9.619061856441485,11.529310094500243,9.042664840047104,9.041151879063827,8.115617929416945,10.317557603798859,10.383240545692088,10.402569859372392,9.844230640973896,8.103825029798465,10.623865005597864,8.49158149051339,9.256863528782798,10.461683484401771,10.071183910728761,9.560521314743097,9.795883211712093,11.487660252445368,10.211376391252648,8.915932615884355,9.442114228616092,11.211282095402675,9.91915656413316,8.291555114505721,10.514403799089818,10.623047694414847,10.553472250228127,9.467370607114585,11.218326784008307,10.273065222758822
118.67346479009217,high,high,0,1,0.8245562921789411,0.4899588581174612,0.09944746568378927,0.8259434505890654,8.925365872354254,9.67087049612312,9.945360134646645,9.041811862573667,10.515353622020708,12.305976307855463,9.114502084292731,9.94759637183612,10.102029539219952,9.660255808197348,9.311655468659058,9.410909587327968,10.537463390699452,9.187501609032884,9.8656512392394191,10.58616625132186,10.601237102781674,9.169062787395935,9.330361957391547,10.62940727662906,10.846325087048275,9.419587718881886,9.690082038758167,8.664159020518523,8.609257446011984,10.38622488659011,8.4125869021067,10.376629869719991,12.000951448909,9.593762777964859
117.21956973742377,high,med,0,1,0.05120474045942595,0.8024143622768046,0.05200681262649596,0.049460894606241285,10.249834329295828,9.344635671115942,9.30252409619061,11.047761751243264,10.347544818371956,10.441232030169289,8.865378277858401,10.211072791245854,10.21481321206385,10.542937681465594,8.918756764560866,9.19871414321243,9.643325550214733,10.929706439309074,8.707035703318036,9.090437094087338,8.544958471249515,9.011804191031526,11.017722732490219,9.979427067027716,9.71050043524892,8.27689996793056,10.986679620316535,8.69811067945716,8.721914623588152,9.214674354219834,9.051072503458784,9.390325963918263,10.310727773939263,NA
117.62739322150259,med,med,0,1,0.012168912775814535,0.3487364510074258,0.010229219077154995,0.012546892167892204,9.51635725987224,8.798793883708388,10.027008959607606,9.975711393217889,10.626384352245578,11.152650652112001,8.80524472635785,10.386858542908126,11.501489351131564,10.442883453118252,10.405117918565264,8.192461902208905,11.388735498811721,9.80639102580617,8.623612729978742,9.69770218364775,10.384073273380718,10.866792959424746,8.324599612355103,10.150956323027737,9.364506529222085,10.214935417974319,9.885138463437853,9.287505716635899,10.60583322934388,10.015245149404178,9.982429507183056,12.487801975599531,9.04717486591757,NA
118.33491392166063,med,med,0,1,0.027886128700415177,0.9331995527771236,0.10895085744139675,0.028589705943980706,10.506413088047749,9.573182945201298,9.688253892588374,9.52212500747971,9.345291361746504,10.966213953834574,10.247428148281408,9.413398940933789,9.43260662439312,9.719878611455414,9.436645549592116,11.269811584662158,9.978043492834466,9.48353555426106,8.17798234070628,8.874080145428746,9.8653520008418365,11.603301572263948,9.937954121020793,8.787400931826783,9.381247201890096,10.725013191320212,8.969746181036452,9.162184408890148,9.365894298904315,9.438828698989168,11.609454782320768,9.548191956321793,11.228834519945993,10.852685790718436
118.45532663357771,high,high,1,0,0.16075097938502048,0.5762682254426181,0.021606670366600158,0.1600102484844133,8.966242663611462,9.777737880335655,9.997641338875491,9.970282525401839,10.909975253494368,NA,9.193314659081933,10.089398189775423,10.14224115565581,9.679867992710145,9.046750597527229,10.307933996517797,8.366148570795701,8.308429148139867,9.647550629537431,10.727900529649288,10.543558630199808,10.037758253045943,10.418253635261049,10.889979223639214,9.987726572804263,9.815378238194512,9.957918302629023,10.329592274984188,8.016871747722531,10.231918008869007,12.774566450008141,10.257458083232825,9.151333903489103,NA
